Reviews,Sentiments
"the movie has generic virtues , and despite a lot of involved talent , seems done by the numbers . ",neg
"the cameo-packed , m : i-2-spoofing title sequence is the funniest 5 minutes to date in this spy comedy franchise . . . then mike myers shows up and ruins everything . ",neg
"this series should have died long ago , but they keep bringing it back another day as punishment for paying money to see the last james bond movie . ",neg
"for this sort of thing to work , we need agile performers , but the proficient , dull sorvino has no light touch , and rodan is out of his league . ",neg
"it is risky , intelligent , romantic and rapturous from start to finish . ",pos
"until ( the ) superfluous . . . epilogue that leaks suspension of disbelief like a sieve , die another day is as stimulating & heart-rate-raising as any james bond thriller . ",pos
this u-boat doesn't have a captain . ,neg
"angela gheorghiu as famous prima donna floria tosca , roberto alagna as her lover mario cavaradossi , and ruggero as the villainous , lecherous police chief scarpia , all sing beautifully and act adequately . ",pos
"just a string of stale gags , with no good inside dope , and no particular bite . ",neg
"this is historical filmmaking without the balm of right-thinking ideology , either liberal or conservative . mr . scorsese's bravery and integrity in advancing this vision can hardly be underestimated . ",pos
"the movie is as far as you can get from racy , to the point where it almost stops the blood flow to your brain ; it has a dull , costumey feel . ",neg
connoisseurs of chinese film will be pleased to discover that tian's meticulous talent has not withered during his enforced hiatus . ,pos
"without the dark spookiness of crystal lake camp , the horror concept completely loses its creepy menace . ",neg
"'in this poor remake of such a well loved classic , parker exposes the limitations of his skill and the basic flaws in his vision . '",neg
"formulaic to the 51st power , more like . ",neg
it all feels like a monty python sketch gone horribly wrong . ,neg
"belongs in the too-hot-for-tv direct-to-video/dvd category , and this is why i have given it a one-star rating . ",neg
"the best part about "" gangs "" was daniel day-lewis . ",pos
mr . soderbergh's direction and visual style struck me as unusually and unimpressively fussy and pretentious . ,neg
"expect the same-old , lame-old slasher nonsense , just with different scenery . ",neg
"there's an excellent 90-minute film here ; unfortunately , it runs for 170 . ",neg
"morton uses her face and her body language to bring us morvern's soul , even though the character is almost completely deadpan . ",pos
"comedian , like its subjects , delivers the goods and audiences will have a fun , no-frills ride . ",pos
the movie understands like few others how the depth and breadth of emotional intimacy give the physical act all of its meaning and most of its pleasure . ,pos
"as written by michael berg and michael j . wilson from a story by wilson , this relentless , all-wise-guys-all-the-time approach tries way too hard and gets tiring in no time at all . ",neg
"it's clotted with heavy-handed symbolism , dime-store psychology and endless scenic shots that make 105 minutes seem twice as long . ",neg
"this cloying , voices-from-the-other-side story is hell . ",neg
"[it's] difficult to get beyond the overall blandness of american chai , despite its likable performances and refreshingly naive point of view . ",neg
the only excitement comes when the credits finally roll and you get to leave the theater . ,neg
plays like a checklist of everything rob reiner and his cast were sending up . ,neg
"filled with low-brow humor , gratuitous violence and a disturbing disregard for life . ",neg
this idea has lost its originality . . . and neither star appears very excited at rehashing what was basically a one-joke picture . ,neg
"it is so earnest , so overwrought and so wildly implausible that it begs to be parodied . ",neg
bullock does a good job here of working against her natural likability . ,pos
"who needs mind-bending drugs when they can see this , the final part of the 'qatsi' trilogy , directed by godfrey reggio , with music by philip glass ? ",pos
"yes , 4ever is harmless in the extreme and it'll mute your kids for nearly 80 minutes , but why not just treat the little yard apes to the real deal and take them to spirited away ? ",neg
an original gem about an obsession with time . ,pos
propelled not by characters but by caricatures . ,neg
"the powerpuff girls arrive on the big screen with their super-powers , their super-simple animation and their super-dooper-adorability intact . ",pos
